movie,chapter,character,TO,dialog
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Mundungus Fletcher,Harry Potter,"Well, she's right there, in't she? Bleedin' bow an' all."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"Harry Potter, Hermione Granger",Right. So let's do it.  Who gets who?
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,"Harry Potter, Ron Weasley","Well, unless one of you fancies wearing a skirt..."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,"Harry Potter, Ron Weasley",Remember what we said.  Keep your eyes down.  Don't speak to anyone unless absolutely necessary.  Act as normal as possible.  Just do what you see everyone else doing. We do that -- and with a bit of luck -- we get ourselves inside. And then...
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Hermione Granger,It gets really tricky.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Harry Potter,Correct.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Hermione Granger,This is completely mental.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Harry Potter,"Completely, utterly, without question."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"Harry Potter, Hermione Granger","The world's mental.  Come on, drink up.  We've got a Horcrux to find."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"Harry Potter, Hermione Granger","In case you're interested, I'm Reg Cattermole, Magical Maintenance Department."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,"Ron Weasley, Harry Potter","Mafalda Hopkirk, assistant in the Improper Use of Magic Office."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,"Ron Weasley, Hermione Granger",I'm nobody.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Harry Potter,You're somebody.  Be careful.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Wizard,Ron Weasley,"Morning, Reg!  Good luck today."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Wizard,Oh... yeah.  Thanks.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Harry Potter,What do you reckon he meant by 'Good luck.'?
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Ron Weasley,Apparently so.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Harry Potter,That's bloody disgusting.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Hermione Granger,Are those...?
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Harry Potter,Muggles.  In their rightful place.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Wizard,Harry Potter,"Move it, will you -- oh, Runcorn! Forgive me..."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Harry Potter,You appear to be quite popular.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"Harry Potter, Hermione Granger","I gotta tell you, I'm starting to freak out a bit."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Ron Weasley,The Ministry must be hiring young these days.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Harry Potter,They're not Ministry.  They're Snatchers.  They hunt Muggle-borns and blood-traitors for a price.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Hermione Granger,"How long did you say this batch of Polyjuice Potion would last, Hermione?"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Harry Potter,I didn't.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Corban Yaxley,Ron Weasley,Cattlemole!
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Corban Yaxley,Ron Weasley,It's still raining in my office. Two days now.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Corban Yaxley,Really?  Have you tried an umbrella?
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Corban Yaxley,Ron Weasley,"You do realize I'm on my way downstairs, don't you, Cattermole?"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Corban Yaxley,Downstairs...?
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Corban Yaxley,Ron Weasley,"To interrogate your wife!  If my wife's blood status were in doubt and the Head of the Department of Magical Law Enforcement needed a job doing, I think I'd make it a priority.  You've got one hour."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"Harry Potter, Hermione Granger",Oh my god.  What am I going to do? My wife's all alone downstairs?
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Ron Weasley,Ron.  You don't have a wife.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Ron Weasley,"Look, we'll go with you --"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"Harry Potter, Hermione Granger","No, that's mad.  You two find Umbridge.  I'll be fine.  But how do I stop it raining?"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Ron Weasley,Try Finite Incantatem.  Of course if something's gone wrong with an Atmospheric Charm --
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Woman,,"Level Two.  Department of Magical Law Enforcement, including Wizengamot Administration Services, Auror Headquarters and Improper Use of Magic Department."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Ron Weasley,This is you.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Hermione Granger,"Finite Incantatem, okay.  And if that doesn't work...?"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Harry Potter,I don't like him being on his own down there.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Hermione Granger,Ron's been coming here since he was two years old.  It's us you should be worrying about.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Harry Potter,"You really have horrible teeth, you know that."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Hermione Granger,"I say if we don't locate Umbridge within the hour, we go find Ron and come back another day.  Deal?"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,Hermione Granger,"Ah, Mafalda!  Travers sent you, did he?  Good.  We'll go straight down."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Percy Weasley,,"Oh, yes... of course."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Witch,,Reckon the old hag will be interrogating Mudbloods all day?
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Pius Thicknesse,,Sh...careful.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,Harry Potter,Runcorn.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,,Accio locket.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Wizard,,"All right, all right.  Let's calm down, shall we?"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Wizard,,It probably just snuck up here from Experimental Charms.  I think none of us will soon forget last month's Poisonous Duck...
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Wizard,Harry Potter,R-Runcorn.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Harry Potter,M-morning.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Ron Weasley,"Ron, it's me."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Harry Potter,"Harry!  Blimey, I forgot what you looked like.  Where's Hermione?"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Ron Weasley,She went down to the courtrooms with Umbridge --
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Arthur Weasley,Wakanda,"I understand, Wakinda, but I can't be a party to that."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Arthur Weasley,Ron Weasley,"Hello, Reg.  Isn't Mary in for questioning today?  Try to have faith.  If there's anything Molly and I can do for you --"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Wakanda,Ron Weasley,Let me guess.  It's raining in Yaxley's office again?
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Arthur Weasley,Ron Weasley,Tell him to try an umbrella.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Arthur Weasley,"Arthur!  You know you're being tracked, don't you?"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Arthur Weasley,Harry Potter,"Is that a threat, Runcorn?"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Arthur Weasley,"No, Arthur.  It's a fact.  They're watching you."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Ron Weasley,I'll tell you later.  Let's find Hermione.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Harry Potter,Bloody cold down here.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Man,,"I'm half-blood, I tell you!  My father was a wizard!  Look him up! William Alderton!  He worked here for thirty years..."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Harry Potter,What is it?
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Ron Weasley,It's here...
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Mary Cattermole,Ron Weasley,Reg...
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,Mary Cattermole,Mary Elizabeth Cattermole?
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Mary Cattermole,Dolores Umbridge,Yes.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,Mary Cattermole,"Mother to Maisie, Ellie and Alfred?  Wife to Reginald?"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Mary Cattermole,Dolores Umbridge,Yes.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,Mary Cattermole,"A wand was taken from you upon your arrival at the Ministry today, Mrs. Cattermole.  Is this that wand?"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,Mary Cattermole,Would you please tell the court from which witch or wizard you took this wand.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Mary Cattermole,Dolores Umbridge,"But I didn't take it.  I got it in Diagon Alley, at Ollivander's, when I was eleven.  It chose me."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,Mary Cattermole,"No, no, I don't think so, Mrs. Cattermole.  Wands only choose witches.  And you are not a witch."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Mary Cattermole,Dolores Umbridge,"But I am!  Tell them, Reg!  Tell them what I am!"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,Harry Potter,"What the devil are you doing, Albert?"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Dolores Umbridge,"You're lying.  And one mustn't tell lies, Dolores... Stupefy!"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Dementors,Expecto PATRONUM!
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,,Relashio!
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Mary Cattermole,"Harry Potter, Ron Weasley","You?  It's you! Reg, it's Harry Potter!"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Mary Cattermole,"'Tis, isn't it?  This'll be one to tell the kids."
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Wizard,Harry Potter,Harry Potter...?
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Harry Potter,Harry... they've seen you.  We've got to get out of here.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Mary Cattermole,"Mary.  Go home.  Get the kids. I'll... I'll meet you there.  We have to get out the country, understand?"
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Mary Cattermole,Mary!  Do as I say!
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Mary Cattermole,I'm sorry.  It's just --
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Mary Cattermole,Long story.  Nice meeting you.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Harry Potter,Piss off.
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Corban Yaxley,,Seal the exits!  Now!
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,"Harry, quickly, in my bag, there's a small bottle labeled 'Essence of Dittany.'"
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,Quickly!
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,,Accio Dittany.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,Unstopper it.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,Hermione.  His arm --
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,Just do it!
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,What happened?  I thought we were going back to Grimmauld Place.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,"We were.  We were there.  But Yaxley had hold of me.  I knew we couldn't stay once he'd seen, so when he let go I brought us here. Ron got Splinched.  I'm... sorry."
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,Don't be stupid.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,It's all I feel safe doing.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,,Salvio Hexia... Protego Totalum...
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,What're you doing?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,"Protective enchantments.  I don't fancy another visit like we had on Shaftesbury Avenue, do you? Especially with Ron like this. You can get going on the tent..."
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,Tent?  Where am I supposed to find --
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,,Repello Muggletum... Muffliato...
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,How're the mushrooms?  Seem to be the only edible things growing round here.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,They're great.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,Make sure to leave some for Ron.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,No problem.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,How bad is he?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,"He'll be alright in a few days. Hopefully.  If we could take him to Hogwarts, to Madam Pomfrey --"
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,So where do we go next?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,"Dumbledore had a theory.  He felt that the Horcruxes would not be made out of random objects.  And he felt they wouldn't be hidden randomly either.  We know of three so far.  The ring, which according to Dumbledore belonged to Tom Riddle's grandfather.  The diary, which belonged to Tom himself. And this, which -- again, according to Dumbledore -- belonged to his mother."
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,"It scares me a bit, that, thinking it's a piece of Vol--"
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Ron Weasley,Hermione Granger,"No, don't!  Don't say it!"
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Ron Weasley,"Harry Potter, Hermione Granger",It's taboo -- You-Know-Who's name. That's how they track people now. It's how they found us in the cafe that night.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Ron Weasley,How d'you know?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Ron Weasley,"Harry Potter, Hermione Granger","I overheard a bloke from the Enforcement office talking about it at the Ministry.  Blimey, what's that smell?"
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Ron Weasley ,Dinner?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Ron Weasley,Hermione Granger,Not bloody likely.  Smells like something Ginny would cook.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Ron Weasley,Tea?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Ron Weasley,Harry Potter,Is that it?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Ron Weasley,"I know.  I felt it too. It's... it's like it's ticking or something, like it has a tiny metal heart, like it's --"
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Ron Weasley,Harry Potter,... alive.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,"Harry Potter, Ron Weasley",I hate it.  It's like he's here with us.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,That's why we're going to kill it.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Horcrux,Dissendium!
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Horcrux,Incendio!
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Horcrux,Expulso!
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Horcrux,Confringo!
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Ron Weasley,"Harry Potter, Hermione Granger",It's angry.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,What're you doing?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,We have to keep it safe until we can figure out how to destroy it.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,I can put it in my bag --
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,No.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Ron Weasley,Harry Potter,"Seems strange, mate.  Dumbledore sends you off to find a load of Horcruxes, but doesn't bother to tell you how to destroy them. Doesn't that bother you?"
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Voldemort,Mykew Gregorovitch,"You wouldn't be lying to me, would you, Gregorovitch?  Because, I must tell you... that will only make it worse for you..."
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Voldemort,Mykew Gregorovitch,Who was he?  The thief?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Mykew Gregorovitch,Voldemort,Just a boy!  Not of the village. It was he who took it.  I never saw it again.  I swear on my life.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Voldemort,Mykew Gregorovitch,I believe you...
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,I thought it had stopped.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,"You can't let him in, Harry. Dumbledore himself said it.  You have to close your mind.  It's too dangerous --"
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,"It's not a candle I can blow out, Hermione.  It always burns, even if it's just a flicker.  Can you understand that?"
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,Tell me. What you saw.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,He's found him.  Vol--
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,You-Know-Who.  He's found Gregorovitch --
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,The wandmaker?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,Yes.  How'd you know?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,Viktor got his wand from Gregorovitch.  Most Durmstrang students did at one time.  What's he got to do with You-Know-Who?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,You-Know-Who wants something Gregorovitch once had -- dunno what.  But he's desperate to have it.  It's as if his life depends on it.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,Don't -- It... comforts him.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,Well it sets my teeth on edge. What's he expecting to hear?  Good news?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,I think he just hopes he doesn't hear bad news.  It gets him through the day.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,And what gets you through the day?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,"We've all made sacrifices, Harry."
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,How long before he can travel?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,I don't know.  It takes time.  I'm doing all I can.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,You're not doing enough.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,Take it off.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,Take it off.  Now.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,Better?
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Hermione Granger,Loads.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,It's cold.  Even though it's been lying against your skin for days.
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Harry Potter,We'll take turns.  Okay?
Harry Potter and the Deathly Hallows Part 1,Getting Too Close,Scabior,,What's that?  That... smell?
Harry Potter and the Deathly Hallows Part 1,Getting Too Close,Harry Potter,Hermione Granger,Snatchers.
Harry Potter and the Deathly Hallows Part 1,Getting Too Close,Harry Potter,Hermione Granger,Good to know your enchantments work.
Harry Potter and the Deathly Hallows Part 1,Getting Too Close,Hermione Granger,Harry Potter,He could smell it.  My perfume.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Hermione Granger,We have to leave.  We're not safe here.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,I told you.  Ron's not strong enough to Apparate.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Hermione Granger,Then we'll go by foot.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Harry Potter, Hermione Granger",I'm hungry.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Ron Weasley,We're all hungry.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Harry Potter,Leave it.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Harry Potter, Hermione Granger",Mum can make food appear out of thin air.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Ron Weasley,No one can conjure food out of thin air.  Food is the first of the five Principal Exceptions to Gamp's Law.  The other four are --
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Hermione Granger,"Oh, speak English, can't you?"
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Hermione Granger,I said leave it.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,"Ron Weasley, Hermione Granger",It'll be dark soon.  We need to find a place to sleep.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,Good plan.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Harry Potter,"Yeah.  Brilliant.  Only, correct me if I'm wrong... wasn't that yesterday's plan?  And the day before that?  And the day before that?  Walk.  Sleep.  Walk. Sleep."
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Ron Weasley,My turn.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Hermione Granger,"He doesn't know what he's doing, does he?"
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Ron Weasley,None of us do.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Hermione Granger, Harry Potter",Wizards were here.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,I don't like this place.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,I want to go.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,I'll tell you in a minute.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Hermione Granger,Maybe you could tell me now.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,Alright.  The Sword of Gryffindor? It's Goblin made.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Hermione Granger,Brilliant.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,You don't understand.  Dirt and rust have no effect on the blade. It only takes in that which makes it stronger.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Hermione Granger,O-kay.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,"Harry.  You already destroyed one Horcrux, right?  Tom Riddle's diary -- in the Chamber of Secrets."
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Hermione Granger,With a basilisk fang.  If you tell me you've got one of those in that bloody beaded bag of yours --
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,"Don't you see!  In the Chamber of Secrets, you stabbed the basilisk with the Sword of Gryffindor."
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,Its blade is impregnated with basilisk venom.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Hermione Granger,It only takes in that which makes it stronger...
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,Exactly!  Which means...
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Hermione Granger,... it can destroy Horcruxes.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,Which is why Dumbledore left it to you in his will.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Hermione Granger,"You're brilliant, Hermione. Truly."
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,"Actually, I'm highly logical, which allows me to look past the extraneous detail and perceive clearly that which others overlook."
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Hermione Granger,There's only one problem...
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Harry Potter, Hermione Granger",The sword was stolen.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Harry Potter, Hermione Granger","Yeah, I'm still here.  But you two carry on.  Don't let me spoil your fun."
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Ron Weasley,What's the problem?
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Harry Potter,"Problem?  There's no problem.  Not according to you, anyway."
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Ron Weasley,"Look, don't be shy.  If you've got something to say, spit it out."
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Harry Potter,"All right, I'll spit it out. Don't expect me to skip up and down because now there's some other damn thing we've got to find."
